P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
151423,tomato white khaki navy blue,Manufacturer#4,Brand#42,ECONOMY ANODIZED NICKEL,16,WRAP CASE,1474.42,le carefully accordi
151424,sky magenta steel pink royal,Manufacturer#1,Brand#15,ECONOMY PLATED TIN,1,MED PACK,1475.42,ronic packag
151434,olive khaki antique cornflower maroon,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,43,JUMBO BOX,1485.43,ss packages c
151456,firebrick blanched rosy lemon snow,Manufacturer#3,Brand#32,SMALL POLISHED COPPER,2,LG BAG,1507.45,nag blithely about 
151503,forest burnished plum aquamarine indian,Manufacturer#4,Brand#43,STANDARD ANODIZED NICKEL,16,MED PKG,1554.5,sleep sly
151519,sienna cyan maroon firebrick aquamarine,Manufacturer#3,Brand#34,LARGE BRUSHED NICKEL,21,SM CASE,1570.51, alongside of the r
151630,orange misty mint chocolate antique,Manufacturer#3,Brand#33,SMALL BURNISHED STEEL,35,SM PACK,1681.63,y among the furiou
151651,antique blanched orange hot salmon,Manufacturer#1,Brand#12,SMALL POLISHED STEEL,44,LG JAR,1702.65,nic re
151664,tomato tan coral magenta navy,Manufacturer#4,Brand#45,PROMO ANODIZED COPPER,25,JUMBO CAN,1715.66,iously along the blit
151908,goldenrod beige almond rosy red,Manufacturer#2,Brand#25,ECONOMY PLATED TIN,5,MED PKG,1959.9, carefully.
152081,frosted brown lace orange spring,Manufacturer#4,Brand#45,LARGE ANODIZED COPPER,34,SM BOX,1133.08,ntegr
152261,wheat cornsilk black peach olive,Manufacturer#2,Brand#22,PROMO ANODIZED COPPER,15,LG PKG,1313.26,press package
152290,deep sky peach chartreuse blush,Manufacturer#5,Brand#51,SMALL PLATED BRASS,25,JUMBO CAN,1342.29,nusua
152306,tan cream sienna blanched mint,Manufacturer#4,Brand#45,SMALL BURNISHED COPPER,29,SM PACK,1358.3,nal ideas. quickly i
152353,puff saddle cyan salmon seashell,Manufacturer#1,Brand#14,ECONOMY BURNISHED STEEL,25,SM PKG,1405.35, believe blithely care
152376,royal black orange lace chocolate,Manufacturer#5,Brand#54,STANDARD POLISHED BRASS,44,MED CASE,1428.37,ely regular theodol
152447,royal moccasin forest tan olive,Manufacturer#1,Brand#13,LARGE ANODIZED TIN,22,LG CASE,1499.44,efully expres
152486,forest dim khaki firebrick antique,Manufacturer#5,Brand#54,SMALL BURNISHED BRASS,32,LG CAN,1538.48,ts are. blithe de
152599,aquamarine papaya almond deep white,Manufacturer#5,Brand#51,SMALL BRUSHED STEEL,32,LG BOX,1651.59,riousl
152818,smoke purple antique orange azure,Manufacturer#3,Brand#35,ECONOMY PLATED COPPER,1,MED PACK,1870.81,ng the pinto b
153042,aquamarine deep cornflower azure grey,Manufacturer#1,Brand#15,STANDARD ANODIZED COPPER,4,JUMBO BOX,1095.04,slowly about the 
153050,deep black brown magenta pink,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,11,LG CAN,1103.05,sleep slyly sil
153121,navy moccasin yellow seashell pink,Manufacturer#1,Brand#12,LARGE ANODIZED COPPER,44,LG BAG,1174.12,ular deposits. slyly e
153196,sandy bisque goldenrod spring blush,Manufacturer#5,Brand#55,LARGE BRUSHED BRASS,10,LG CAN,1249.19,kly abov
153335,snow lime honeydew mint burlywood,Manufacturer#1,Brand#15,MEDIUM PLATED BRASS,12,LG PACK,1388.33,wake-- fluffily
153409,cornflower lavender cream maroon beige,Manufacturer#5,Brand#53,ECONOMY POLISHED TIN,18,MED BAG,1462.4, slyly regu
153585,turquoise olive chiffon chartreuse mint,Manufacturer#3,Brand#35,STANDARD BURNISHED COPPER,27,JUMBO DRUM,1638.58,sleep care
153747,dark goldenrod blush grey hot,Manufacturer#1,Brand#12,PROMO BRUSHED BRASS,17,WRAP PKG,1800.74,deposits. slyly
154012,honeydew cyan moccasin navajo spring,Manufacturer#4,Brand#43,ECONOMY ANODIZED STEEL,43,SM CASE,1066.01,rhorses wak
154021,puff royal cornsilk medium orange,Manufacturer#4,Brand#43,STANDARD BURNISHED STEEL,24,SM PKG,1075.02,e dependencies
154136,salmon tomato wheat white cornsilk,Manufacturer#3,Brand#34,LARGE PLATED STEEL,30,SM DRUM,1190.13,"pending, pending din"
154142,pink peru dark tomato white,Manufacturer#3,Brand#32,PROMO BURNISHED COPPER,49,LG BOX,1196.14,nding foxe
154193,maroon misty rosy wheat mint,Manufacturer#2,Brand#23,STANDARD BRUSHED COPPER,32,LG DRUM,1247.19,eep furiously across 
154202,cream royal chiffon gainsboro olive,Manufacturer#1,Brand#14,STANDARD BRUSHED STEEL,7,LG CASE,1256.2,usual pa
154278,brown honeydew gainsboro floral beige,Manufacturer#4,Brand#44,STANDARD BURNISHED NICKEL,2,SM PKG,1332.27,ickly even pack
154290,sandy white olive cornflower firebrick,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,9,WRAP JAR,1344.29,y even reques
154485,goldenrod blanched tomato khaki steel,Manufacturer#4,Brand#43,LARGE BURNISHED COPPER,33,MED CASE,1539.48,ounts. blithely i
154644,aquamarine lime orange burnished forest,Manufacturer#3,Brand#31,ECONOMY ANODIZED NICKEL,22,LG DRUM,1698.64,ording to the
154673,ghost tan deep mint white,Manufacturer#5,Brand#55,ECONOMY PLATED STEEL,46,WRAP CAN,1727.67,e never special fox
154870,grey lace papaya burlywood deep,Manufacturer#3,Brand#31,ECONOMY ANODIZED BRASS,19,LG BAG,1924.87, ideas-- 
154992,seashell salmon deep chartreuse magenta,Manufacturer#4,Brand#45,LARGE POLISHED STEEL,8,SM BOX,2046.99,instructions 
155070,bisque pink almond sky puff,Manufacturer#2,Brand#21,ECONOMY BRUSHED TIN,26,LG PKG,1125.07,requests; quic
155289,aquamarine firebrick yellow green papaya,Manufacturer#2,Brand#21,SMALL BRUSHED STEEL,33,LG BOX,1344.28,ar accounts. spe
155298,moccasin coral ivory purple puff,Manufacturer#4,Brand#43,LARGE POLISHED TIN,44,MED BAG,1353.29,gle abov
155498,smoke gainsboro burnished antique aquamarine,Manufacturer#5,Brand#51,SMALL BURNISHED TIN,28,LG DRUM,1553.49,ly according to the u
155671,burlywood goldenrod moccasin tomato medium,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,34,JUMBO BAG,1726.67,ag reque
155933,burlywood navy ivory frosted wheat,Manufacturer#1,Brand#12,MEDIUM BRUSHED NICKEL,15,LG PACK,1988.93,olites wake. furiousl
155938,lime peach frosted goldenrod forest,Manufacturer#5,Brand#51,PROMO PLATED NICKEL,6,LG BOX,1993.93,are. idly pend
156329,cyan deep rosy turquoise red,Manufacturer#1,Brand#12,MEDIUM ANODIZED NICKEL,34,LG PACK,1385.32,after the
156425,sienna rosy linen cornflower violet,Manufacturer#5,Brand#51,ECONOMY PLATED STEEL,9,MED CAN,1481.42,y even i
156560,light papaya midnight coral wheat,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,11,WRAP CASE,1616.56,atterns
157008,magenta tomato ivory lace white,Manufacturer#5,Brand#52,ECONOMY BRUSHED TIN,18,SM JAR,1065, fluffily ironic d
157254,dark blush almond maroon firebrick,Manufacturer#1,Brand#13,STANDARD BURNISHED STEEL,25,MED PKG,1311.25,packages cajole slyly;
157467,yellow smoke moccasin saddle powder,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,43,LG PACK,1524.46,gular platele
157628,azure firebrick snow turquoise seashell,Manufacturer#5,Brand#55,STANDARD BURNISHED NICKEL,30,MED PACK,1685.62, quickly iron
157706,almond brown blanched firebrick yellow,Manufacturer#5,Brand#54,MEDIUM BRUSHED TIN,14,MED BOX,1763.7,about the regu
157898,cream slate yellow almond tomato,Manufacturer#1,Brand#13,STANDARD BURNISHED STEEL,23,JUMBO DRUM,1955.89,. slowl
157965,chocolate moccasin yellow antique snow,Manufacturer#3,Brand#33,STANDARD PLATED TIN,13,SM BOX,2022.96,s use
158074,drab yellow cyan tomato lace,Manufacturer#1,Brand#15,LARGE POLISHED STEEL,37,SM BOX,1132.07,e blithely bold packa
158243,floral metallic mint light pale,Manufacturer#5,Brand#54,STANDARD POLISHED COPPER,12,LG BAG,1301.24,ter the f
158283,peru deep antique snow navy,Manufacturer#5,Brand#55,STANDARD POLISHED NICKEL,29,MED JAR,1341.28,elets.
158337,cornflower drab plum grey dark,Manufacturer#3,Brand#35,ECONOMY BURNISHED COPPER,32,LG PACK,1395.33,each quickly
158517,dim cream dodger maroon tomato,Manufacturer#5,Brand#54,MEDIUM BRUSHED BRASS,8,JUMBO PKG,1575.51,"busy,"
158535,sienna pink khaki salmon orchid,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,33,JUMBO PKG,1593.53,urts.
158797,tan coral orange midnight cream,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,7,WRAP CASE,1855.79,tes sle
158826,blush sienna chocolate drab firebrick,Manufacturer#4,Brand#43,STANDARD BURNISHED NICKEL,30,WRAP PACK,1884.82,ual packages. q
158859,mint seashell olive yellow white,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,23,SM DRUM,1917.85,intain flu
158963,brown cream maroon papaya floral,Manufacturer#4,Brand#44,MEDIUM ANODIZED COPPER,5,LG CASE,2021.96,lent ideas nag slyl
159155,turquoise rosy midnight chartreuse floral,Manufacturer#1,Brand#11,MEDIUM ANODIZED NICKEL,2,MED PKG,1214.15,ular ideas. fin
159370,smoke forest light dark khaki,Manufacturer#1,Brand#11,LARGE BURNISHED BRASS,7,WRAP CASE,1429.37,latelets: furiously fi
159569,snow floral hot powder orange,Manufacturer#2,Brand#24,ECONOMY PLATED BRASS,40,SM PACK,1628.56,refully even accounts.
159609,medium lace misty snow dark,Manufacturer#3,Brand#34,SMALL BURNISHED NICKEL,26,LG DRUM,1668.6, accounts. pe
159626,light sienna purple olive cream,Manufacturer#1,Brand#15,SMALL POLISHED NICKEL,47,MED BAG,1685.62,x-ray fluffil
159631,sandy navajo magenta seashell royal,Manufacturer#3,Brand#34,ECONOMY BRUSHED STEEL,48,MED PACK,1690.63, asymptot
159657,grey sandy purple saddle olive,Manufacturer#4,Brand#44,PROMO POLISHED BRASS,28,SM CASE,1716.65,ven deposits. reques
159717,navy smoke goldenrod thistle green,Manufacturer#3,Brand#35,ECONOMY PLATED TIN,2,LG PACK,1776.71,althy 
159755,purple smoke ghost gainsboro misty,Manufacturer#2,Brand#24,SMALL PLATED TIN,31,WRAP PACK,1814.75,le slyly regul
159850,lemon salmon steel frosted blanched,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,13,LG CASE,1909.85, blith
159976,forest frosted cornflower moccasin orchid,Manufacturer#4,Brand#43,ECONOMY PLATED TIN,6,MED CAN,2035.97, affix carefu
20007,thistle cornflower brown snow coral,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,47,WRAP PACK,927,refully
20067,peru violet cornflower rose khaki,Manufacturer#4,Brand#42,SMALL POLISHED STEEL,33,JUMBO JAR,987.06,uickly against 
20172,rose floral lavender chiffon frosted,Manufacturer#5,Brand#54,SMALL PLATED STEEL,34,JUMBO BOX,1092.17,"ly. sly, ironi"
20267,burnished slate rosy orchid dark,Manufacturer#2,Brand#22,PROMO POLISHED NICKEL,27,LG CASE,1187.26,y unusual deposits 
20387,blush dark cornflower honeydew tan,Manufacturer#5,Brand#52,SMALL BURNISHED BRASS,27,WRAP DRUM,1307.38,es affix blithely 
20417,black white blanched chocolate honeydew,Manufacturer#2,Brand#23,STANDARD BRUSHED COPPER,6,MED PKG,1337.41,le furio
20500,plum saddle powder forest firebrick,Manufacturer#2,Brand#24,PROMO BURNISHED COPPER,24,MED CAN,1420.5, regular requests slee
20503,royal magenta orange black mint,Manufacturer#1,Brand#15,STANDARD PLATED BRASS,25,JUMBO PKG,1423.5,ironic 
20932,rosy forest almond smoke saddle,Manufacturer#4,Brand#45,ECONOMY ANODIZED NICKEL,32,MED PKG,1852.93,gular reque
21074,blanched blue dodger honeydew navy,Manufacturer#5,Brand#53,ECONOMY BRUSHED NICKEL,43,LG JAR,995.07,ests. pending r
21137,firebrick orange rose slate lace,Manufacturer#2,Brand#25,SMALL POLISHED COPPER,42,JUMBO JAR,1058.13, hagg
21148,saddle midnight floral grey tan,Manufacturer#3,Brand#35,SMALL PLATED STEEL,44,WRAP DRUM,1069.14,lly r
21277,honeydew dark white orange maroon,Manufacturer#4,Brand#44,PROMO ANODIZED TIN,26,WRAP JAR,1198.27, furiously sp
21346,black seashell thistle dodger purple,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,8,LG BOX,1267.34, final
21535,rosy blue pale slate red,Manufacturer#4,Brand#44,STANDARD BRUSHED TIN,5,JUMBO JAR,1456.53,usly ironic dep
21685,misty orange green medium coral,Manufacturer#3,Brand#33,STANDARD PLATED COPPER,13,JUMBO DRUM,1606.68,uriously si
21692,blanched cornflower black seashell maroon,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,30,SM CAN,1613.69,heodolites
22032,chocolate plum puff aquamarine peru,Manufacturer#4,Brand#43,LARGE BRUSHED TIN,20,MED PACK,954.03,al courts. slyl
22092,forest dark blanched firebrick rosy,Manufacturer#3,Brand#33,MEDIUM ANODIZED NICKEL,48,WRAP CAN,1014.09,r excuses. caref
22343,thistle coral chocolate midnight firebrick,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,9,JUMBO JAR,1265.34,ins. pinto beans a
22373,indian dim puff magenta hot,Manufacturer#2,Brand#25,ECONOMY POLISHED NICKEL,7,MED CASE,1295.37,ily slyly 
22430,seashell dim drab peru black,Manufacturer#1,Brand#14,MEDIUM ANODIZED TIN,38,WRAP PACK,1352.43,ounts affix final ide
22605,pale peach indian puff coral,Manufacturer#3,Brand#31,MEDIUM BRUSHED TIN,37,LG CASE,1527.6,ending p
22690,antique light medium lace linen,Manufacturer#4,Brand#44,MEDIUM BRUSHED COPPER,26,SM BOX,1612.69,. furiously r
23030,spring papaya chartreuse sky saddle,Manufacturer#3,Brand#33,MEDIUM PLATED COPPER,15,JUMBO CAN,953.03,nusual accounts are f
23043,tan black rosy indian honeydew,Manufacturer#2,Brand#21,MEDIUM PLATED BRASS,22,WRAP BAG,966.04,. bravely
23100,maroon midnight azure lime cream,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,13,WRAP JAR,1023.1,al ideas accordin
23121,chartreuse gainsboro grey pale sky,Manufacturer#1,Brand#12,STANDARD BURNISHED COPPER,5,WRAP JAR,1044.12,. fluffi
23134,magenta navy seashell green almond,Manufacturer#3,Brand#33,STANDARD ANODIZED NICKEL,7,WRAP PACK,1057.13,ickly expre
23245,hot lavender burnished blanched violet,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,30,JUMBO JAR,1168.24,arefully silent pearl
23307,steel antique smoke burnished forest,Manufacturer#1,Brand#15,PROMO PLATED NICKEL,45,MED PKG,1230.3,ly beyon
23379,tan dark midnight wheat khaki,Manufacturer#2,Brand#25,ECONOMY ANODIZED TIN,1,SM BOX,1302.37,s haggle blithely 
23674,indian azure navajo coral floral,Manufacturer#3,Brand#35,ECONOMY PLATED TIN,15,LG CAN,1597.67,are deposits.
23720,red slate cornsilk black smoke,Manufacturer#4,Brand#43,ECONOMY POLISHED BRASS,45,LG CASE,1643.72,ages amon
23818,blush gainsboro cream maroon pale,Manufacturer#3,Brand#31,PROMO BRUSHED TIN,14,WRAP PACK,1741.81,e furiously 
24084,honeydew snow salmon rosy medium,Manufacturer#4,Brand#44,PROMO PLATED TIN,30,JUMBO BAG,1008.08,furiously. silen
24138,misty wheat blanched turquoise orchid,Manufacturer#5,Brand#52,LARGE BRUSHED BRASS,40,LG DRUM,1062.13,ckages-- 
24198,cream maroon papaya pink white,Manufacturer#4,Brand#43,SMALL ANODIZED BRASS,47,MED CAN,1122.19,quickly after the inst
24287,thistle misty puff chocolate goldenrod,Manufacturer#3,Brand#33,STANDARD PLATED STEEL,1,SM PACK,1211.28,the carefully
24290,thistle slate lime black ivory,Manufacturer#1,Brand#15,MEDIUM PLATED COPPER,46,JUMBO BAG,1214.29,ly? pinto bean
24313,plum slate rose yellow aquamarine,Manufacturer#3,Brand#34,PROMO BURNISHED COPPER,27,MED CASE,1237.31,haggle unusu
24338,mint grey papaya frosted sienna,Manufacturer#5,Brand#54,STANDARD PLATED TIN,27,WRAP PACK,1262.33,pinto beans cajol
24517,honeydew metallic cornsilk forest dodger,Manufacturer#3,Brand#34,SMALL BURNISHED COPPER,23,MED DRUM,1441.51,furiously eve
24734,linen peach burlywood tomato red,Manufacturer#5,Brand#52,MEDIUM BRUSHED NICKEL,13,MED BOX,1658.73,ely above the sly
24764,maroon hot indian bisque ghost,Manufacturer#2,Brand#24,PROMO POLISHED COPPER,35,SM BOX,1688.76,fily ironic a
24770,blanched red yellow frosted moccasin,Manufacturer#2,Brand#25,ECONOMY POLISHED STEEL,16,WRAP PACK,1694.77,le bl
24983,lavender coral indian navy red,Manufacturer#1,Brand#12,PROMO POLISHED COPPER,32,JUMBO BOX,1907.98,ate sl
25041,khaki sky blue sandy orchid,Manufacturer#2,Brand#25,MEDIUM BURNISHED COPPER,24,JUMBO PACK,966.04,egular
25083,puff chocolate blue indian light,Manufacturer#1,Brand#14,LARGE PLATED COPPER,4,SM CASE,1008.08,l deposits. unusu
25224,moccasin puff coral lace seashell,Manufacturer#4,Brand#41,MEDIUM POLISHED COPPER,19,LG JAR,1149.22,y across the
25225,dim seashell violet lemon lace,Manufacturer#2,Brand#23,MEDIUM PLATED NICKEL,30,SM PKG,1150.22,. carefully
25237,frosted plum midnight drab light,Manufacturer#3,Brand#31,ECONOMY POLISHED COPPER,45,LG CAN,1162.23,l instructi
25386,blush peach lemon slate goldenrod,Manufacturer#3,Brand#31,PROMO BURNISHED BRASS,11,MED CASE,1311.38,s boost qu
25439,midnight metallic mint slate magenta,Manufacturer#2,Brand#24,SMALL BRUSHED BRASS,27,WRAP BAG,1364.43,eas sleep carefully
25489,forest sandy khaki blush tan,Manufacturer#3,Brand#35,STANDARD PLATED BRASS,25,MED DRUM,1414.48,inly. fin
25724,chocolate firebrick tan blush honeydew,Manufacturer#3,Brand#33,LARGE BURNISHED COPPER,47,WRAP BAG,1649.72,even foxes acro
25833,violet lace floral navajo papaya,Manufacturer#2,Brand#23,STANDARD ANODIZED NICKEL,34,MED BAG,1758.83,us packages haggle sly
25917,navajo metallic forest blush deep,Manufacturer#3,Brand#32,STANDARD POLISHED COPPER,21,SM PACK,1842.91,ic epitaphs haggle aft
25955,cream lime green powder purple,Manufacturer#4,Brand#41,PROMO PLATED STEEL,45,MED PKG,1880.95,nag. slyly pending ac
25980,spring rosy royal sky orchid,Manufacturer#1,Brand#15,PROMO BURNISHED STEEL,27,JUMBO PACK,1905.98, ironic packages ar
26078,violet medium honeydew drab dim,Manufacturer#2,Brand#25,PROMO ANODIZED TIN,46,JUMBO BAG,1004.07,nts after th
26317,green wheat azure metallic forest,Manufacturer#2,Brand#24,PROMO BRUSHED COPPER,27,LG PACK,1243.31,t requests nag sile
26318,rose maroon orchid cream cornsilk,Manufacturer#5,Brand#52,STANDARD BRUSHED STEEL,42,JUMBO BOX,1244.31,dolites promise.
26604,navajo burlywood cyan goldenrod beige,Manufacturer#4,Brand#41,LARGE BRUSHED BRASS,41,WRAP BOX,1530.6,y even instruction
26745,medium sandy powder lemon red,Manufacturer#2,Brand#22,STANDARD BURNISHED BRASS,11,SM PKG,1671.74,s haggle. 
26868,orchid tomato almond red lemon,Manufacturer#5,Brand#51,STANDARD PLATED STEEL,35,SM PACK,1794.86,o the cou
27003,snow frosted almond burnished coral,Manufacturer#4,Brand#42,MEDIUM BRUSHED STEEL,41,MED PKG,930,Tiresias h
27341,smoke papaya thistle navajo lawn,Manufacturer#1,Brand#11,ECONOMY BRUSHED BRASS,34,WRAP BAG,1268.34,carefull
27491,white antique khaki olive peru,Manufacturer#4,Brand#45,LARGE BRUSHED TIN,20,WRAP CASE,1418.49,ts serve. accou
27713,snow royal chiffon saddle steel,Manufacturer#3,Brand#35,PROMO PLATED STEEL,25,LG PKG,1640.71,lly i
27718,chocolate violet orchid salmon seashell,Manufacturer#3,Brand#35,MEDIUM BURNISHED COPPER,46,LG BOX,1645.71,"gular, fina"
27735,smoke goldenrod spring plum maroon,Manufacturer#2,Brand#21,SMALL BURNISHED TIN,18,MED DRUM,1662.73,ironic requests.
27772,orange magenta light honeydew coral,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,46,LG JAR,1699.77,xpress reque
27773,almond snow linen honeydew rosy,Manufacturer#5,Brand#54,PROMO BRUSHED BRASS,6,WRAP CAN,1700.77,y iro
27855,frosted floral ivory olive rosy,Manufacturer#2,Brand#23,ECONOMY PLATED NICKEL,19,MED CASE,1782.85,nal p
27943,tan pale metallic purple peach,Manufacturer#3,Brand#35,PROMO ANODIZED STEEL,20,MED JAR,1870.94,excuses haggl
27991,violet dim slate metallic antique,Manufacturer#1,Brand#15,STANDARD PLATED STEEL,22,JUMBO JAR,1918.99,players. slyly un
28095,cornflower pale azure frosted burlywood,Manufacturer#1,Brand#14,STANDARD PLATED COPPER,31,JUMBO BOX,1023.09, sleep bravely caref
28136,lavender green bisque cornflower frosted,Manufacturer#5,Brand#51,ECONOMY BRUSHED NICKEL,11,WRAP PKG,1064.13,ve to use furiously.
28142,moccasin powder smoke pale olive,Manufacturer#1,Brand#12,STANDARD POLISHED TIN,35,SM BAG,1070.14,ly final
28338,lime sky chiffon white dim,Manufacturer#1,Brand#14,ECONOMY BRUSHED COPPER,6,WRAP CAN,1266.33,und the slyly even t
28704,white seashell tomato ghost brown,Manufacturer#3,Brand#35,LARGE PLATED COPPER,22,MED BAG,1632.7,e blithely ironically
28718,almond chocolate yellow light antique,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,12,JUMBO PACK,1646.71,ake sometime
28787,purple burlywood blue midnight cornsilk,Manufacturer#3,Brand#31,ECONOMY BRUSHED STEEL,31,MED CASE,1715.78,y ironic deposits. r
28863,pale forest steel firebrick spring,Manufacturer#2,Brand#23,SMALL BURNISHED COPPER,40,MED CAN,1791.86, ironic 
28923,seashell mint goldenrod almond dodger,Manufacturer#3,Brand#32,ECONOMY BURNISHED BRASS,18,JUMBO PKG,1851.92, asymptotes. final 
28951,peru powder drab frosted lime,Manufacturer#3,Brand#34,LARGE PLATED STEEL,26,SM BAG,1879.95,ts sleep 
28996,brown ivory blush slate forest,Manufacturer#3,Brand#32,PROMO ANODIZED STEEL,45,JUMBO DRUM,1924.99,e fluff
29075,chocolate lime aquamarine orange goldenrod,Manufacturer#1,Brand#14,STANDARD BURNISHED COPPER,30,SM BOX,1004.07, acros
29091,dark sandy ghost cream papaya,Manufacturer#4,Brand#42,PROMO PLATED COPPER,12,SM BOX,1020.09,ld frays. blithely fin
