S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT
3956,Supplier#000003956,r0QOyhOZ ov 7Dn,17,27-326-227-8739,9536.82,s. blithely even theodolites sleep. slyly ironic theodolites mainta
3957,Supplier#000003957,d yi8lsdOXX48fHJX5iTV0,15,25-673-681-9031,2446.74, sleep blithely unusual packages. slyly close patterns sleep alongside 
5832,Supplier#000005832,zd9aAhG3UaqglPdUP5VErS3gmwVbCjseJEnj8g,18,28-335-357-6777,3600.96,equests: final deposits wake amon
5834,Supplier#000005834,hrgnqRX qh,23,33-650-371-9232,4559.02,"l packages boost ironic, unusual accou"
5836,Supplier#000005836,"tx3SjPD2ZuWGFBRH,",3,13-140-789-4690,5871.69,quests use carefully. slyly regular accounts 
5838,Supplier#000005838,4SzERY e8s,0,10-697-146-8808,5905.55,to beans. slyly permanent foxes cajole alongside of the ironic foxes. even
5844,Supplier#000005844,"ZpU,qApfX1W02LNNF,wzKN",12,22-179-453-4856,259.73,ions. fluffily ironic deposits sleep blithely blithely final deposits. s
5845,Supplier#000005845,3DQwBzSByUNS,15,25-957-432-1491,7291.62,. slyly ironic foxes detect blithely. slyly final instruction
5848,Supplier#000005848,"xxheHzTSroSqvL,Jt4bni7n1",20,30-144-868-2228,7719.51,y even epitaphs haggle fluffily along the blithely regular r
5855,Supplier#000005855,zz7AA867zRvbpsZIRmoiQ5,3,13-263-716-1110,7096.08, deposits nag carefully after the final pinto beans. quickly even deposits sleep across the bl
5856,Supplier#000005856,ZZY 72oxhYlHGj4m44Sc,15,25-126-957-7207,-124.23, furiously careful ideas believe. regular requests along the dolphins sleep blit
5857,Supplier#000005857,OzpOLV67Y9uV lftTPgGQpiKfjaW9bSj9fr65Y,24,34-480-939-4166,33.1,atelets. slyly express packages sleep care
5859,Supplier#000005859,KwJ 0xkkNHIZmRhsUDcqxq28I6BZMp,22,32-724-166-1125,9438.89,haggle carefully final requests. furiously ruthless foxes haggle furi
5860,Supplier#000005860,"6zEByn0ZDjIUcOG,J41j76d2,,iYXrsk35ARd",1,11-241-464-1923,6483.1,es sleep above the carefully final 
5861,Supplier#000005861,rH5v IFhgwje fiI1A,14,24-710-401-5973,4482.97,"s. ironic, bold asymptotes boost blithel"
5863,Supplier#000005863,qTTgI7ay9JmcaE9UQIOniUxbe,14,24-169-439-5401,6103.04,sual pinto beans. fluffily silent foxes use aft
5865,Supplier#000005865,HNvx9LdPzWRG4AVvzjMtGr,23,33-721-399-3903,7215.9," wake according to the foxes. ironic, final ideas nag pendin"
5868,Supplier#000005868,8LvN8CjlL4eIeGL6o4zDzvi,16,26-184-738-3178,6407.27,ickly bold requests. quickly pending excuses use afte
5875,Supplier#000005875,"lK,sYiGzB94hSyHy9xvSZFbVQNCZe2LXZuGbS",3,13-189-850-2992,2835.61,"slyly ironic deposits: ironic, final pinto beans hind"
5878,Supplier#000005878,"A,IadYxfPUwdtq64l0IdYyn",8,18-848-904-5029,5204.6, haggle carefully: furiously final asymptotes sleep after the slyly regular orbits. evenly speci
5881,Supplier#000005881,"nzSpOTf beWk3s,wdEIvhcnxbIokhBmpw0e",14,24-679-231-1719,6562.25, sleep furiously upon the quickly regular p
5882,Supplier#000005882,tyhkI34H9CzUnixln82wW6zy,17,27-234-815-5699,3684.37,"packages affix courts. bold, ruth"
5883,Supplier#000005883,eDFByWP 4o3w4zpExTN,1,11-595-897-4629,2135.52, up the furiously regular pearls. regular pinto beans cajole alongside of the deposits-- carefully s
5888,Supplier#000005888,"vinz89pQTZV4rd,rmz1uL6kFErUS5CnJ7qS65t",4,14-227-190-2807,2741.36,gs. final foxes affix above 
5893,Supplier#000005893,"e,hz2aPH8,lHPL5l7ztoo7mLSJ",24,34-871-533-8502,5029.68,the carefully express orbits; furiously special theodolites are furiously across t
5903,Supplier#000005903,bp2SIwNvlgqc3fYbVJfWYkJCw,12,22-746-944-3532,8246.32, across the carefully bold packages. slyly pending
5905,Supplier#000005905,JoY1zCsAvnnKT,17,27-566-885-3848,7718.48,"final, busy instructions. carefully regular requests about the carefully express packages"
5909,Supplier#000005909,nNWQMGlzCaHxeMolpKtCuCz9ODpfDi0Se 5PA9V,21,31-222-156-7882,2983.72,es affix fluffily around the request
5910,Supplier#000005910,KCTkK928xl2KB4J9e6oWIgE9Q,17,27-105-278-6408,7291.51, about the carefully final excuses are blithely across the regula
5914,Supplier#000005914,SAAh9XqQBEDkP,24,34-768-936-4723,3980.11,ggle fluffily. regular deposits ab
5915,Supplier#000005915,Trf9ItDwPlRYrAglba,9,19-254-653-6456,741.27,"e bold, regular sentiments haggle across the ideas. quickly ironic requests bes"
5917,Supplier#000005917,Em39ZTxHfW5HMRmmYFNaYGfK05rr0SC,10,20-534-254-1886,8123.98,ges. regular instructions are care
5919,Supplier#000005919,9XqTzwy FQ0EtxZGTSJ5GH1mozW,10,20-739-829-1295,7292.72,ounts haggle furiously quickly regular acc
5920,Supplier#000005920," hMa0,1UhcitRnJP",20,30-644-157-6326,4861.28,o beans sleep requests-- furiously careful excuses wake carefully. theodolites sleep blithely fu
5921,Supplier#000005921,mT5AWmgfG9YhbOUttnn,17,27-238-166-1732,4466.8,e atop the furiously regular theodolites: carefully re
5922,Supplier#000005922,"2c,Z49DJ3Ug5K92TI",5,15-440-529-2724,7505.58,lly carefully special tithes. sometimes pending accounts poach ab
5924,Supplier#000005924,"EsAX2Kl2ePben8iCc9airPaQAuA9HIr0c9A4T,K",18,28-596-222-5796,8568.78,arefully regular pinto beans use packages. carefully final packages acco
5925,Supplier#000005925,hGNSrgOZsokq1LycZz2MlvtPn4JaHhsY4OA1bvr,8,18-178-921-8905,1488.87,quests. furiously final deposits boost fluffily. requests print regular packages. fluffily ironic 
5927,Supplier#000005927,"wnr9EDASMFzXRXdmxi1EhEMBhcgaSt,QtA0,I7",22,32-621-372-9004,7405.21,mptotes wake slyly regular theodolites. express grouches wake blithely. bli
3958,Supplier#000003958,imTYciDxoeTAlCaCCbnw JbHCMVIW3Duxn,2,12-707-932-2924,2391.99,s. carefully pending ideas nag furiously foxes. furiously express theodolites haggle carefully. thi
3959,Supplier#000003959,4Lhe94Vyn47R,14,24-291-433-8219,6084.06, even instructions cajole furiously bold
3967,Supplier#000003967,eHoAXe62SY9,19,29-194-731-3944,8920.59,"aters. express, pending instructions sleep. brave, r"
3968,Supplier#000003968,"pHlakj,V6Cxz3IaM1y0ZNBY",6,16-826-121-5142,7389.6,final dependencies. fluffily unusual accounts cajole carefully. quick
3972,Supplier#000003972,"KQu4 mgLZkaEiNGlkOYz,p",4,14-901-775-3308,-801.08,", ironic accounts. ironic r"
3974,Supplier#000003974,TxJxG8f12BC8F,23,33-207-983-6026,-87.05,ges doze quickly. fluffily ironic instructions beside the bold theodolites sleep against 
3978,Supplier#000003978,"OwxlJz9EjmwI6r0MDi,dhQdSCzeshloJHbnB93",15,25-425-505-1375,9831.05,slyly doggedly regular pinto beans. platelets snooze against the idly 
3981,Supplier#000003981,mhzV86Pr48Wwb 4JDJbULR44SDx3nfiDKu,10,20-600-189-6010,6879.24,arthogs use blithely slyly ironic deposits. express ideas according to t
3982,Supplier#000003982,jx9EloF33Ez,11,21-890-236-4160,7376.11,s the furiously special warhorses affix after the car
3985,Supplier#000003985,iq8EWKwGvJsKur1puSAnm cbptVohbwE,2,12-723-867-5722,4320.7,tainments sleep above the regula
3987,Supplier#000003987,sGkiOHDoPgJmxMHjviJ0tMkUW,24,34-889-317-5802,4025.78,asymptotes. carefully final inst
3989,Supplier#000003989,EnaROLO3tkWD9jrnfm826yp8uTc5EKhxQ,12,22-295-616-9440,5970.22,haggle. blithely even instructions cajole furiously:
3990,Supplier#000003990,wehBBp1RQbfxAYDASS75MsywmsKHRVdkrvNe6m,22,32-839-509-9301,8432.89,ep furiously. packages should have to haggle slyly across the deposits. furiously regu
3993,Supplier#000003993,UAcFXUkNgI0r9gjUYdqQ1JS9T,4,14-720-330-9788,5573.05, blithely along the silent excus
3995,Supplier#000003995,ziDsQHfuoMyaCJhv4WJC7SlqjOOUyFMBeWOOMz,7,17-630-620-2132,7548.48,blithely even foxes. furiously ironic deposits nag alongside of the regular deposits! unusual 
3997,Supplier#000003997,GnRELJY15Z6SR6rZXXL,0,10-859-139-8958,1024.91, instructions nag. quickly silent dolphins cajole af
3998,Supplier#000003998,"s8yatBEk9U6HRd,4qQkfiEblD7",12,22-499-388-8247,8610.75,"cial theodolites. regular, special excuses ca"
3999,Supplier#000003999,v53dfNGjAGBIdki8QXsVwXyF8,22,32-802-512-3693,3007.34,ithely. busily even ideas wake blithely according to th
4000,Supplier#000004000,"q bLQQi5J,rohLugmz",24,34-900-705-2420,8368.23, after the quickly special requests. requests us
6001,Supplier#000006001,"6S RG2sY99qt8Am ZugMI1,Rvcbl",22,32-686-776-1548,6823.45,ts sleep carefully. carefully even instru
6006,Supplier#000006006,tRq3yfXg0LlBUwlEYZQNHWFEZ3tw9Mn,19,29-164-563-4583,7631.77,r instructions would cajole. accounts according to the fluffily even instructions sleep slyly
6011,Supplier#000006011,"kHzD2,R5QDSF",10,20-656-493-7027,8570.49,uses cajole quickly across the dolphins. blithely regular accounts 
6017,Supplier#000006017,IUor4VqlDPJqahcVWH6KpmA29cbnu5X0SnD6,15,25-309-274-1235,-763.43,e after the even instructions. carefully silent deposits sleep.
6019,Supplier#000006019,tH9NeIeSfkGMPLh3MsOH9wh7Wu,22,32-583-180-7326,8690.26,"unusual, special deposits eat quickly about the unusual accounts. fin"
6021,Supplier#000006021,qKVSqH8RyigVvRXjUUQbA,11,21-416-861-2634,6688.48,"deas sublate around the packages. requests sleep after the ironic, final accounts. quickly"
6025,Supplier#000006025,"XjLwtxC0K4ee5blGBn8h36GJHjm0Sk5,tXT",6,16-124-250-1297,4605.35,ual platelets. quickly ironic instructions sublate quickly bold deposits! pinto beans believ
6029,Supplier#000006029,v2zM32stD8DvFa,1,11-488-306-3669,9410.91,lithely bold accounts nag enticingly. packages sleep furiously slyly final accoun
6030,Supplier#000006030,FZwls8Wy7mYrj netgHZS4E,1,11-166-588-6851,9261.33,"ss, even requests sleep bl"
6032,Supplier#000006032,gHchBFAQrJ kOlgborod 5AY9NZjma6b8pE,21,31-211-220-3819,152.62, cajole. slyly unusual pinto beans are idly. furiously final deposits wake after the un
6035,Supplier#000006035,bhR8kr2kzvAV,10,20-860-448-9043,596.72,fluffily unusual packages. slyly e
6036,Supplier#000006036,wYdBw5ugskHp9E8g0Sz,15,25-380-824-8807,5969.54,dolites. furiously expres
6043,Supplier#000006043,KtgDpDfIWq22vBQB2cv,2,12-838-305-3827,-276.77,y regular packages. final dependencies sleep blithely according to the accounts. blithely exp
6047,Supplier#000006047,kzwT4VvnHjttVeDCR9q b3zhgvoibLskr8 B,19,29-898-747-7501,4140.92,furiously around the furiously
6050,Supplier#000006050,WAbDi 8gXQkhTLxSp79Grcl,18,28-944-838-8126,6034.65,"olites! bold requests believe slyly bold deposits. ironic ideas sleep slyly. unusual, even "
6052,Supplier#000006052,"04g0w4n7VxqqRy eBd,W0rIbla5c5RLLtC",9,19-378-257-1098,6996.82,". final, express foxes ea"
6053,Supplier#000006053,yT8f1YCOAJuw0o,2,12-374-539-8688,3529.31, beans wake fluffily express pinto beans. blithely express requests poac
6054,Supplier#000006054,J8eAsovizNKTFchDunimO4FjM,5,15-273-681-5978,3178.41,ests. quietly pending requests sleep slyly accounts. final requests try to s
5931,Supplier#000005931,TC6RpSkg5fSfi2Ika06OqHhkIxUzNCtnkMeo,16,26-567-847-1082,1952.93,telets boost slyly regular theodolites. ironic deposits are carefully furi
5932,Supplier#000005932,"uSiAbsTwYJ7u46sCRY,YnPdcE",17,27-523-667-3830,7871.05,e slyly express Tiresias boost furiously final ideas. accounts wake slyly final pint
5933,Supplier#000005933," 0Y6Vzus,SVDpfR203m6EjUI7eYg A0JUwmUHt",23,33-372-776-8413,714.05,"r sentiments. regular, regular requests aft"
5934,Supplier#000005934,"3M,bbvuCmW4iPoL7QL95z89R6M",19,29-187-727-8600,8958.83,ithely silent theodolites above the sp
5938,Supplier#000005938,ZRguRXXgt5uTLe8 oU6tnew7ZSNov NdhDJyuS,22,32-843-909-3457,6476.59,riously bold dolphins are slyly unusual asym
5939,Supplier#000005939,"wV1CDeRBCxVkAaD9nigOmyV5V,",18,28-527-599-7883,5115.54,s maintain fluffily; regular asymptotes haggle r
5942,Supplier#000005942,JYvMdHg512FjvcF ,22,32-408-392-8295,-828.67,ackages boost slyly about the ironic packages. stealthily ironic requests alongside of the even theo
5943,Supplier#000005943,uXgygC5PfmPGESiO4IzkYj5i,7,17-119-172-1665,7500.44,uests alongside of the even accou
5945,Supplier#000005945,GgfC6umxoFXOiudVE,7,17-737-931-2581,1375.01,ithely special deposits use about the carefully regular deposits. blithely
5952,Supplier#000005952,VCieisiHXBo0ricf,8,18-631-188-1701,2145.18,counts. blithely regular theodolites cajole sly
5958,Supplier#000005958,tsrssKVbGILzF6DWtfiJCcVrTg65g,4,14-893-866-4796,2143.64," pending, final deposits; busy, final asymptotes cajole carefully bl"
5965,Supplier#000005965,RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6,9,19-146-379-9429,4116.24,structions are blithely. quickly even foxes past t
5975,Supplier#000005975,S6mIiCTx82z7lV,7,17-992-579-4839,9492.79,arefully pending accounts. blithely regular excuses boost carefully carefully ironic p
5976,Supplier#000005976,"GPvme3vYZQ,Px4E3quf Ug9VrprK",22,32-285-350-7599,-659.44,sts boost. dependencies are across the blithely final dinos. e
5978,Supplier#000005978,"19sI2  ,TFEZpZsQQdo8c,LqfE",10,20-463-628-7425,44.09,ep even courts. quietly final
5982,Supplier#000005982, AL5c9zkqXQ5ma U hKoUwGLB,23,33-524-438-2827,2754.16,e slyly alongside of the bravely final platelets. even theodolites over the sly
5984,Supplier#000005984,"jopt 5IVOze2jYmlmFhW7rd8rD,8Y8tLV",13,23-189-979-2184,-230.47,"al instructions. carefully ironic ideas are according to the unusual, expre"
5986,Supplier#000005986,3fTp1qsQZN9lR,13,23-138-282-3853,3525.78,"ies. unusual, express deposits kindle quickly. pinto beans boost quickly. reg"
5990,Supplier#000005990,"HuBcD,34d5MsLAEUphmVRTzPJn6yXHXqOuc lzhI",23,33-511-757-5149,4857.31,nic pinto beans. express theodolites thrash caref
5994,Supplier#000005994,"d9VW,OP6ydzlhJS36Kao7HrlGTSrq99zHd",14,24-519-922-3883,3491.71,ns. fluffily bold packages wake furiously. carefully ironic 
6000,Supplier#000006000,iyk7ceSNxmt,21,31-542-384-1537,9561.3,"gside of the regular, ruthless waters. blithe dependencies cajole blithely across the carefully pen"
4001,Supplier#000004001,3M39sZY1XeQXPDRO,13,23-109-632-6806,7885.17,efully express packages integrate across the regular pearls. blithely unusual packages mainta
4002,Supplier#000004002,"MbWjR,serF9TsLjrAnK",0,10-570-768-8782,7034.56,theodolites are fluffily across the special requests. blithely 
4005,Supplier#000004005,V723F1wCy2eA4OgIu8TjBtOVUHp,3,13-927-435-3990,5497.97,structions mold furiously. carefully expres
4006,Supplier#000004006,"eialYLhP,,gkxUf5jbsaSk",9,19-305-605-6821,2342.08,lyly. blithely regular Tiresias sleep slyly; fluffily final accounts
4007,Supplier#000004007,cvlSgCCKGOwpaB iFIPx4vU2qA5b6K hz9Z91,21,31-218-453-2389,3361.7,s asymptotes use across the furiously even asymptotes. busy waters haggle. blithely iro
4012,Supplier#000004012,DPIV2MOin9ulkc4AZfLZ0 VOLzp1ohojo,4,14-366-631-2930,2395.57,lieve past the quickly regular dugouts. carefully final accou
4013,Supplier#000004013,",6B4FqtOOsFeJeDy38eNaRkAr5Jm5CXKthK",14,24-221-110-6139,364.06,ly about the final pinto beans. even theodolites nag carefully above the furiously 
4014,Supplier#000004014,Spla6 0RV3oK9Y,3,13-587-428-2644,772.46, deposits? slyly bold accounts wake carefully above the carefully special packages. f
4017,Supplier#000004017,ryVd3twx7WnifLPEWrZCIqap,24,34-797-367-3657,3663.98,y bold packages thrash ironically according to the carefully unusual accounts.
4019,Supplier#000004019,MdV7gEsO8dEF Z2OSSeZaGrNOLNv11Lm4,14,24-363-949-7620,2216.34,. instructions at the final asympt
4021,Supplier#000004021,"Q5OtYOoYjsSKUtYlf7DSl,757",7,17-355-893-5738,1280.85,ecial deposits. furious requests engage? fluffily unusual theodolites ea
4022,Supplier#000004022,hBM8bCaPoIiubGfQAWhkCC9TLsgZAE6Wd0O0ap,24,34-922-888-1759,9167.84,olites nag bold theodolites. requests boost slyly even package
4024,Supplier#000004024,kl3Fg4mghjGogro1OYGt,11,21-140-220-9155,620.12,. slyly bold excuses alongside of the b
6059,Supplier#000006059,4m0cv8MwJ9yX2vlwI Z,3,13-203-160-5573,9583.71,e requests. regular accounts integrate slyly. quick accounts mold. ironic grouches detect 
6060,Supplier#000006060,"eEEAT295rCwR3zTVVq8,",4,14-337-767-7616,9469.45,al foxes haggle furiously according 
6062,Supplier#000006062,"x5lqzuyqnnDteV5UT1HY0X2 Qjbo,c",10,20-874-712-8366,4906.48,t the carefully express depths. fin
6075,Supplier#000006075,SaqEkAoon6kBs4BHleNpr7wjkxBUmdVTIL,24,34-974-382-9192,2487.78,"s instructions. regular, final pinto beans haggle regul"
6078,Supplier#000006078,g2U3DE6YRlyypDiEMUaKuzqa,10,20-162-511-5277,887.01,sleep fluffily around the
6079,Supplier#000006079,7Zz2wqr8P0V3hh,8,18-230-751-4134,922.53, deposits: slyly regular dependenci
6083,Supplier#000006083,THtqkIcNIM8wApJuIk71hwJfFK,23,33-949-571-8118,9757.91,nding courts can use quickly ab
6084,Supplier#000006084,"gv,vfg,ApqCQ37Sy2O0v3Gsr",3,13-672-183-7515,291.31,s. express accounts run furiousl
6088,Supplier#000006088,PSHhyqTMumGuiYHR3,2,12-367-961-8250,6707.2, alongside of the carefully final deposits lose along the regular accounts. blithely even packages
6099,Supplier#000006099,aZilwQKYDTVPoK,3,13-801-926-2087,4441.4,ly furiously even accounts. deposits about the quickly permanent 
6100,Supplier#000006100,P5P1ly2xmfWauZx4b3AsuWa 5qb5,16,26-484-811-2316,9617.42,efully. bold packages according to the accounts cajole slyly carefully final realms. ironic
6112,Supplier#000006112,UCt8ExSjrI1lnZu Ncwb,19,29-357-991-6874,-692.96,"l pinto beans. ironic, regular accounts hinder slyly about the thinly even asy"
6118,Supplier#000006118,"GN3E6y4Jy8YaBLle,2Tcm9 oiQigXL7VYqv8Zz",2,12-949-371-2403,2504.97,heodolites. slyly even dependencies detect bravely according to th
6119,Supplier#000006119,ykqu5mM1iQrN4f,14,24-150-341-6915,2055.46,"carefully. blithe, special courts nag slyly slyly regular escapades. slowly silent pac"
6120,Supplier#000006120,byBcsYEkrMZLidZ7BUVkUv5GSntSLjZ WO57rAy,8,18-409-286-3099,4064.97,"e slyly final forges wake toward the regular, pending requests. furiously pending foxes are care"
6121,Supplier#000006121,S92ycWwEzYYw4GspCBJN1WMuHhoZ,3,13-279-149-8538,7860.33,le furiously across the regular packag
6123,Supplier#000006123,2bhyiEp bAZB841GyKL 1f,14,24-973-888-4782,3544.25,f the furiously regular deposits. thin pinto beans haggle slyly according to the
6125,Supplier#000006125,"qss,ZNIC67LLACrk,xIU,",8,18-410-972-6157,1167.7,thely slyly even requests. platelets wake according to the enticing excuses. flu
6127,Supplier#000006127,"nnt,r9fwTQK",1,11-630-893-3735,8766.33,ously slyly special hockey players. furiously regular hockey 
6131,Supplier#000006131,00JMmsG0Cq,10,20-579-721-3330,7940.55,fully according to the carefully regular deposits
6132,Supplier#000006132,lOZaYI6nNeaGthbWyJ,1,11-732-590-2065,2882.23,eposits. slyly special depo
6134,Supplier#000006134,CJhdo9NAF6 w,4,14-365-815-2475,2835.43,ular dolphins are according to the blithely regular deposits. de
6137,Supplier#000006137,KZYZhX6y6KBg9Cs yzLG7K65sAdXG0FIfhjQktQ,24,34-285-113-7777,7274.43, accounts nag blithely slyly regular asymptotes. sly
6142,Supplier#000006142,RMMW8ECkdaleNxLL9ecTfcyohxnUV1toa,5,15-359-277-9696,4896.22,heodolites. platelets boost across the quickly express f
